qid,doi,title,facet_sim_0,facet_sim_1,facet_sim_2,facet_sim_0_above_floor,facet_sim_1_above_floor,facet_sim_2_above_floor,facet_sims_geometric_mean,single_vector_sim,geography_hit,year,age_years,citation_count,citation_rate,sms_level,has_abstract,abstract_length,abs_rating_numeric,repec_percentile,label,label_int
q01-teacher-incentives-hard-staff,10.18235/0001820,Can Financial Incentives Help Disadvantaged Schools to Attract and Retain High-performing Teachers?: Evidence from Chile (en),0.6614,0.647,0.6313,1,1,1,0.6465,0.7522,1,2019,7,0,0,4,1,1401,0,0.5,relevant,2
q01-teacher-incentives-hard-staff,10.1086/706059,Do Educator Performance Incentives Help Students? Evidence from the Teacher Incentive Fund National Evaluation,0.7107,0.6004,0.5562,1,1,1,0.6191,0.7413,0,2019,7,14,1.75,5,1,697,4,0.996,partial,1
q01-teacher-incentives-hard-staff,10.3386/w30714,"Preferences, Inequities, and Incentives in the Substitute Teacher Labor Market",0.6897,0.6497,0.6678,1,1,1,0.6688,0.7399,0,2022,4,3,0.6,4,1,719,0,0.5,partial,1
q01-teacher-incentives-hard-staff,10.3386/w34151,Information Frictions and the Labor Market for Public School Teachers,0.6013,0.6792,0.6766,1,1,1,0.6513,0.7381,0,2025,1,0,0,2,1,1225,0,0.5,partial,1
q01-teacher-incentives-hard-staff,10.1086/667757,Teacher Incentives and Student Achievement: Evidence from New York City Public Schools,0.6642,0.6235,0.6002,1,1,1,0.6288,0.7367,0,2013,13,235,16.7857,5,1,698,4,0.996,partial,1
q01-teacher-incentives-hard-staff,10.3386/w16850,Teacher Incentives and Student Achievement: Evidence from New York City Public Schools,0.6609,0.6278,0.6012,1,1,1,0.6295,0.7321,0,2011,15,10,0.625,5,1,695,0,0.5,partial,1
q02-gender-violence-labor,10.1080/00220388.2023.2286890,Shifting the Balance: Examining the Impact of Local Labor Market Opportunities on Female Household Bargaining Power in India,0.6545,0.6667,0,1,1,0,0.6606,0.716,0,2023,3,4,1,0,1,934,3,0.95,relevant,2
q02-gender-violence-labor,10.1257/aer.103.3.274,Sexual Violence against Women and Labor Market Outcomes,0.6547,0.6848,0,1,1,0,0.6696,0.7753,0,2013,13,48,3.4286,2,1,657,5,1,relevant,2
q02-gender-violence-labor,10.1080/00220388.2025.2521490,"Culture, Kinship and Women’s Labour Opportunities: Evidence from Malawi and Indonesia*",0.6161,0.6648,0,1,1,0,0.64,0.6742,0,2025,1,0,0,1,1,1193,3,0.95,irrelevant,0
q02-gender-violence-labor,10.1093/qje/qjad045,Violence against Women at Work,0.685,0.6054,0,1,1,0,0.6439,0.772,0,2023,3,54,13.5,0,1,1196,5,0.999,relevant,2
q02-gender-violence-labor,10.3386/w34886,Shielding Women from Violence: The Effects of Violence Prevention and Monitoring Centers on Intimate Partner Violence in Türkiye,0.6937,0.5534,0,1,1,0,0.6196,0.6722,0,2026,0,0,0,1,1,1580,0,0.5,irrelevant,0
q02-gender-violence-labor,10.2139/ssrn.6504456,Shielding Women from Violence: The Effects of Violence Prevention and Monitoring Centers on Intimate Partner Violence in Türkiye,0.6966,0.5382,0,1,1,0,0.6123,0.6355,0,2026,0,0,0,4,1,1615,0,0.689,irrelevant,0
q02-gender-violence-labor,10.1016/j.jdeveco.2026.103718,Labor market consequences of homicides: A gender perspective from Mexico,0.6493,0.675,0,1,1,0,0.662,0.7719,1,2026,0,0,0,3,1,1299,3,0.991,relevant,2
q02-gender-violence-labor,10.1016/j.worlddev.2022.106166,The impact of intimate partner violence on women’s labour market outcomes,0.687,0.682,0,1,1,0,0.6845,0.7698,0,2022,4,21,4.2,4,1,733,3,0.977,relevant,2
q02-gender-violence-labor,10.2139/ssrn.6290399,Shielding Women from Violence: The Effects of Violence Prevention and Monitoring Centers on Intimate Partner Violence in Türkiye,0.6966,0.5382,0,1,1,0,0.6123,0.6355,0,2026,0,0,0,4,1,1894,0,0.689,irrelevant,0
q02-gender-violence-labor,10.3368/jhr.0421-11603r4,Does the Gender Wage Gap Influence Intimate Partner Violence in Brazil?,0.7138,0.6283,0,1,1,0,0.6697,0.7662,1,2023,3,7,1.75,3,1,831,3,0.99,partial,1
q02-gender-violence-labor,10.1086/702770,Contributors,0.5504,0.6225,0,1,1,0,0.5853,0.5407,0,2018,8,0,0,0,1,3689,5,0.5,irrelevant,0
q02-gender-violence-labor,10.3386/w18994,Caution! Men Not at Work: Gender-Specific Labor Market Conditions and Child Maltreatment,0.6581,0.6593,0,1,1,0,0.6587,0.7403,0,2013,13,27,1.9286,1,1,726,0,0.5,partial,1
q02-gender-violence-labor,10.1111/padr.12584,"JodyHeymann, AletaSprague, AmyRaubEquality Within Our Lifetimes: How Laws and Policies Can Close—or Widen—Gender Gaps in Economies WorldwideUniversity of California Press, 2023, 328 p., $34.95 (or free as an e‐book)",0.65,0.6668,0,1,1,0,0.6583,0.6501,1,2023,3,0,0,2,1,11000,0,0.5,irrelevant,0
q02-gender-violence-labor,10.1353/eco.2015.a601528,Editors’ Summary,0.4964,0.6168,0,1,1,0,0.5533,0.5519,0,2015,11,0,0,2,0,0,0,0.5,irrelevant,0
q02-gender-violence-labor,10.1016/j.worlddev.2019.104732,The impact of workplace harassment and domestic violence on work outcomes in the developing world,0.6704,0.6466,0,1,1,0,0.6584,0.7359,1,2019,7,58,7.25,1,1,1905,3,0.977,relevant,2
q02-gender-violence-labor,10.1596/0-8213-2958-8,Indigenous People and Poverty in Latin America: An Empirical Analysis. World Bank Regional and Sectoral Studies.,0.53,0.5883,0,1,1,0,0.5583,0.5065,1,1994,32,284,8.6061,2,1,13281,0,0.5,irrelevant,0
q02-gender-violence-labor,10.1016/j.jebo.2025.107130,From bargaining to balance: How unions shape gender wage outcomes,0.5404,0.6188,0,1,1,0,0.5783,0.7097,0,2025,1,1,0.5,0,1,805,0,0.973,partial,1
q02-gender-violence-labor,10.1080/00220388.2022.2069491,Public Work and Private Violence,0.7033,0.5687,0,1,1,0,0.6324,0.7338,0,2022,4,5,1,0,1,462,3,0.95,partial,1
q02-gender-violence-labor,10.1093/wber/lhz030,Intimate Partner Violence: The Influence of Job Opportunities for Men and Women,0.6962,0.6449,0,1,1,0,0.6701,0.7303,0,2019,7,109,13.625,2,1,917,3,0.983,partial,1
q03-digital-health-edu-labor,10.9745/ghsp-d-18-00167,Digital Technologies for Health Workforce Development in Low- and Middle-Income Countries: A Scoping Review,0.7785,0.5176,0.594,1,1,1,0.6209,0.7812,0,2018,8,103,11.4444,1,1,2586,0,0.5,irrelevant,0
q03-digital-health-edu-labor,10.1093/oodh/oqae033,Strengthening the evidence base on the use of digital health technologies to accelerate progress towards universal health coverage,0.7948,0.5148,0.5337,1,1,1,0.6022,0.7698,0,2024,2,7,2.3333,0,1,964,0,0.5,irrelevant,0
q03-digital-health-edu-labor,10.1093/pubmed/fdy171,"Digital health, gender and health equity: invisible imperatives",0.7768,0.5344,0.5425,1,1,1,0.6084,0.7685,1,2018,8,34,3.7778,1,1,1393,0,0.5,irrelevant,0
q03-digital-health-edu-labor,10.38193/ijrcms.2025.7329,DIGITAL ECONOMY TRANSFORMATION AND ITS IMPACT ON LABOR PRODUCTIVITY IN DEVELOPING COUNTRIES: EVIDENCE FROM VIETNAM’S MANUFACTURING AND SERVICE SECTORS,0.6147,0.5652,0.6756,1,1,1,0.6169,0.7374,0,2025,1,0,0,3,1,1173,0,0.5,relevant,2
q03-digital-health-edu-labor,10.1787/2ce05eb6-en,Digital and innovative tools for better health and productivity at the workplace,0.7572,0.5059,0.6043,1,1,1,0.614,0.7628,0,2024,2,2,0.6667,0,1,1192,0,0.5,partial,1
q03-digital-health-edu-labor,10.1111/roiw.70033,Does Adult Digital Learning Pay Off? The Impact on Labor Market Returns,0.5762,0.6461,0.6538,1,1,1,0.6244,0.7604,0,2025,1,3,1.5,0,1,707,0,0.5,relevant,2
q03-digital-health-edu-labor,10.2196/48685,"Digital Health Literacy of the Population in Germany and Its Association With Physical Health, Mental Health, Life Satisfaction, and Health Behaviors: Nationally Representative Survey Study",0.7478,0.5669,0.4706,1,1,1,0.5843,0.7557,0,2024,2,43,14.3333,1,1,267,0,0.5,partial,1
q03-digital-health-edu-labor,10.1038/s41598-024-57788-3,New evidence on the real role of digital economy in influencing public health efficiency,0.7311,0.4768,0.5356,1,1,1,0.5716,0.7551,0,2024,2,23,7.6667,1,1,1536,0,0.5,partial,1
q03-digital-health-edu-labor,10.1177/14614448211043189,The outcomes of gaining digital skills for young people’s lives and wellbeing: A systematic evidence review,0.6614,0.6485,0.5965,1,1,1,0.6348,0.7524,0,2021,5,217,36.1667,2,1,1064,0,0.5,relevant,2
q03-digital-health-edu-labor,10.3386/w32992,Equity and Efficiency in Technology Adoption: Evidence from Digital Health,0.7354,0.5308,0.5339,1,1,1,0.5929,0.7523,0,2024,2,2,0.6667,2,1,1749,0,0.5,relevant,2
q03-digital-health-edu-labor,10.61093/hem.2024.4-06,The Role of Digital Economy in Transformation of Public Health: Modeling and Analysis,0.7598,0.5566,0.5554,1,1,1,0.617,0.7512,0,2024,2,6,2,2,1,2171,0,0.5,irrelevant,0
q03-digital-health-edu-labor,10.37287/ijghr.v7i2.5869,Digital Support Education on Risky Adolescent Reproductive Health Behaviors: A Systematic Review,0.7433,0.6207,0.5011,1,1,1,0.6138,0.7455,0,2025,1,1,0.5,5,1,1576,0,0.5,relevant,2
q03-digital-health-edu-labor,10.1016/j.techsoc.2023.102210,"Digitalization, income inequality, and public health: Evidence from developing countries",0.6963,0.5522,0.6017,1,1,1,0.6139,0.7433,0,2023,3,32,8,2,1,1050,0,0.5,relevant,2
q04-minwage-informality-lac,10.1080/00220388.2024.2312833,Does the Minimum Wage Affect Wage Inequality? A Study for the Six Largest Latin American Economies,0.7215,0.5756,0.5569,1,1,1,0.6138,0.748,1,2024,2,4,1.3333,3,1,779,3,0.95,partial,1
q04-minwage-informality-lac,10.5089/9781484393840.001,Impacts of Labor Market Institutions and Demographic Factors on Labor Markets in Latin America,0.6444,0.6567,0.5753,1,1,1,0.6244,0.7162,1,2019,7,4,0.5,2,1,1494,0,0.5,partial,1
q04-minwage-informality-lac,10.1371/journal.pone.0261277,Informality in the time of COVID-19 in Latin America: Implications and policy options,0.5691,0.7245,0.5358,1,1,1,0.6045,0.7278,1,2021,5,29,4.8333,0,1,1189,0,0.836,partial,1
q04-minwage-informality-lac,10.1111/rode.12326,Assessing the distributive effects of minimum wage,0.6451,0.5531,0.4876,1,1,1,0.5582,0.7326,1,2017,9,12,1.2,1,1,522,0,0.5,partial,1
q04-minwage-informality-lac,10.7866/hpe-rpe.24.1.5,Informality and Taxation: Evidence from Seven Latin American Countries,0.5415,0.757,0.623,1,1,1,0.6344,0.7248,1,2024,2,1,0.3333,0,1,586,0,0.5,partial,1
q04-minwage-informality-lac,10.1086/209878,The Impact of Minimum Wages in Mexico and Colombia,0.6015,0.5196,0.4875,1,1,1,0.5341,0.6566,1,1997,29,35,1.1667,3,1,574,4,0.996,partial,1
q04-minwage-informality-lac,10.1177/0019793915575703,The Consequences of Increased Enforcement of Legal Minimum Wages in a Developing Country,0.6681,0.5884,0.5501,1,1,1,0.6002,0.7237,1,2015,11,66,5.5,4,1,1835,0,0.5,partial,1
q04-minwage-informality-lac,10.1080/00220388.2022.2130056,The Effect of the Minimum Wage on Poverty: Evidence from a Quasi-Experiment in Mexico,0.6876,0.5717,0.5689,1,1,1,0.607,0.7288,1,2022,4,20,4,4,1,933,3,0.95,partial,1
q04-minwage-informality-lac,10.1002/jae.2586,Estimating the effects of the minimum wage in a developing country: A density discontinuity design approach,0.6737,0.6124,0.5487,1,1,1,0.6094,0.7431,0,2017,9,46,4.6,2,1,879,3,0.5,relevant,2
q04-minwage-informality-lac,10.1080/00220380701259947,Minimum wage effects across the private and public sectors in Brazil,0.6559,0.5667,0.5055,1,1,1,0.5728,0.7255,1,2007,19,51,2.55,4,1,678,3,0.95,partial,1
q04-minwage-informality-lac,10.1086/714114,Does an Increasing Minimum Wage Reduce Formal Sector Employment? Evidence from Brazil,0.7507,0.6175,0.5193,1,1,1,0.622,0.76,1,2021,5,19,3.1667,3,1,1027,3,0.962,relevant,2
q04-minwage-informality-lac,10.1016/j.labeco.2008.07.003,Minimum wage effects in a developing country,0.6991,0.5335,0.4785,1,1,1,0.563,0.7289,0,2008,18,239,12.5789,0,0,0,0,0.5,partial,1
q04-minwage-informality-lac,10.1136/bmjopen-2020-044920,Association between informal employment and mortality rate by welfare regime in Latin America and the Caribbean: an ecological study,0.534,0.6846,0.5814,1,1,1,0.5968,0.6995,1,2021,5,11,1.8333,2,1,1673,0,0.5,irrelevant,0
q04-minwage-informality-lac,10.1016/j.worlddev.2020.105182,Can the minimum wage reduce poverty and inequality in the developing world? Evidence from Brazil,0.7295,0.5382,0.5164,1,1,1,0.5875,0.7059,1,2021,5,44,7.3333,4,1,1438,3,0.977,partial,1
q04-minwage-informality-lac,10.1186/s12992-021-00792-3,"Informal employment and poor self-perceived health in Latin America and the Caribbean: a gender-based comparison between countries and welfare states in a pooled analysis of 176,786 workers",0.5056,0.6963,0.5382,1,1,1,0.5744,0.6951,1,2021,5,20,3.3333,2,1,1600,0,0.5,irrelevant,0
q04-minwage-informality-lac,10.1017/elr.2024.48,"The impact of skill mismatch on unemployment, informality, and labour turnover",0.5889,0.6658,0.5731,1,1,1,0.6079,0.7241,1,2024,2,5,1.6667,0,1,786,1,0.603,irrelevant,0
q04-minwage-informality-lac,10.1080/00220388.2020.1841170,Regional Labour Informality in Colombia and a Proposal for a Differential Minimum Wage,0.6276,0.6684,0.4994,1,1,1,0.5939,0.7208,1,2020,6,28,4,3,1,1054,3,0.95,relevant,2
q04-minwage-informality-lac,10.1596/1813-9450-4888,Informality in Latin America and the Caribbean,0.4866,0.6679,0.6047,1,1,1,0.5814,0.693,1,2009,17,136,7.5556,2,1,1003,0,0.5,partial,1
q04-minwage-informality-lac,10.18235/0012394,"Andemic Informality: Assessing Labor Informality, Employment and Income Risk in the Andes",0.5444,0.7417,0.57,1,1,1,0.6128,0.7211,1,2013,13,0,0,3,1,416,0,0.5,partial,1
q04-minwage-informality-lac,10.1016/j.worlddev.2005.04.017,The effect of minimum wages on actual wages in formal and informal sectors in Costa Rica,0.6462,0.6194,0.4578,1,1,1,0.568,0.7225,1,2005,21,102,4.6364,0,0,0,3,0.977,relevant,2
q05-cct-school-attendance-learning,10.1080/01488376.2024.2448187,Are Conditional Cash Transfer Programs the Answer to Social Inequalities in Rural Education? Insights from Morocco’s Tayssir Program,0.7365,0.5836,0.5837,1,1,1,0.6307,0.762,0,2025,1,4,2,1,1,1491,0,0.5,relevant,2
q05-cct-school-attendance-learning,10.1007/s11524-024-00838-y,"Cash Transfers and After-School Programs: A Randomized Controlled Trial for Young Men at Risk of Violence Exposure in Wilmington, Delaware",0.803,0.5503,0.58,1,1,1,0.6352,0.8164,0,2024,2,2,0.6667,5,1,1388,0,0.5,partial,1
q05-cct-school-attendance-learning,10.1596/1813-9450-9989,Cash Transfers after Ebola in Guinea: Lessons Learned on Human Capital,0.6848,0.5262,0.5205,1,1,1,0.5724,0.7054,0,2022,4,2,0.4,5,1,1813,0,0.5,relevant,2
q05-cct-school-attendance-learning,10.1016/j.jdeveco.2010.05.006,Does more cash in conditional cash transfer programs always lead to larger impacts on school attendance?,0.7338,0.6318,0.5772,1,1,1,0.6444,0.8051,0,2010,16,138,8.1176,4,1,743,3,0.991,relevant,2
q05-cct-school-attendance-learning,10.18235/0011174,Demand and Supply-Side Determinants of Conditional Cash Transfer Program Effectiveness: Improving the First-Generation Programs,0.7625,0.5659,0.5853,1,1,1,0.6321,0.7381,0,2005,21,0,0,3,1,1261,0,0.5,relevant,2
q05-cct-school-attendance-learning,10.2139/ssrn.3703566,Does More Schooling Imply Improved Learning? Evidence From a Conditional Cash Transfer Programme in India,0.7219,0.5978,0.6263,1,1,1,0.6466,0.7971,0,2020,6,3,0.4286,3,1,1494,0,0.5,relevant,2
q05-cct-school-attendance-learning,10.1016/j.lana.2024.100803,Joining forces for healthier futures: a call to action for South American child health policies,0.6045,0.5658,0.6093,1,1,1,0.5929,0.548,1,2024,2,2,0.6667,0,1,7252,0,0.5,irrelevant,0
q05-cct-school-attendance-learning,10.7916/d81c287b,"Essays on Human Capital, Labor and Development Economics",0.4255,0.4062,0.3791,0,0,0,0,0.3585,1,2017,9,0,0,0,1,7587,0,0.5,partial,1
q05-cct-school-attendance-learning,10.1016/j.econedurev.2023.102406,Does more schooling imply improved learning? Evidence from the Kanyashree Prakalpa in India,0.689,0.6281,0.6594,1,1,1,0.6584,0.7937,0,2023,3,12,3,4,1,1107,2,0.95,relevant,2
q05-cct-school-attendance-learning,10.4314/gjss.v19i1.3,Relationship between cash transfer programmes and school outcomes in Africa and Latin America: A systematic review,0.7826,0.5818,0.633,1,1,1,0.6606,0.792,1,2020,6,6,0.8571,1,1,1123,0,0.5,relevant,2
q05-cct-school-attendance-learning,10.1016/j.econedurev.2022.102332,The educational impacts of cash transfers in Tanzania,0.6659,0.4953,0.5799,1,1,1,0.5762,0.789,0,2023,3,15,3.75,0,1,869,2,0.95,relevant,2
q05-cct-school-attendance-learning,10.1086/733427,Can Conditional Cash Transfers Alter the Effectiveness of Other Human Capital Development Policies?,0.7732,0.5895,0.6271,1,1,1,0.6587,0.7872,1,2024,2,0,0,4,1,1005,3,0.962,relevant,2
q05-cct-school-attendance-learning,10.1016/j.econedurev.2017.06.002,Short-term impacts of an unconditional cash transfer program on child schooling: Experimental evidence from Malawi,0.7277,0.494,0.5275,1,1,1,0.5745,0.7873,0,2017,9,54,5.4,0,0,0,2,0.95,relevant,2
q05-cct-school-attendance-learning,10.18235/0011660,The Effect of Cash Transfers to Schools on Voluntary Contributions,0.6891,0.6078,0.5926,1,1,1,0.6285,0.7855,0,2014,12,0,0,4,1,1016,0,0.5,partial,1
q05-cct-school-attendance-learning,10.18235/0012881,Can Conditional Cash Transfers Alter the Effectiveness of Other Human Capital Development Policies?,0.7682,0.5779,0.616,1,1,1,0.6491,0.7834,0,2024,2,1,0.3333,4,1,941,0,0.5,relevant,2
q05-cct-school-attendance-learning,10.1371/journal.pone.0205957,The effect of cash transfer programs on educational mobility,0.7453,0.5545,0.5973,1,1,1,0.6273,0.7828,1,2018,8,3,0.3333,1,1,695,0,0.836,relevant,2
q05-cct-school-attendance-learning,10.1016/j.jdeveco.2019.102392,"Can large, untargeted conditional cash transfers increase urban high school graduation rates? Evidence from Mexico City's Prepa Sí",0.7073,0.5912,0.5952,1,1,1,0.629,0.7828,1,2020,6,9,1.2857,4,1,1015,3,0.991,relevant,2
q05-cct-school-attendance-learning,10.1086/714010,Dependence or Constraints? Cash Transfers and Labor Supply,0.773,0.5269,0.5572,1,1,1,0.61,0.7805,0,2021,5,13,2.1667,0,1,975,3,0.962,partial,1
q06-migration-native-wages,10.1016/j.labeco.2011.02.002,Complements or substitutes? Task specialization by gender and nativity in Spain,0.4975,0.5424,0.5091,1,1,1,0.516,0.5204,0,2011,15,107,6.6875,1,1,1305,0,0.5,relevant,2
q06-migration-native-wages,10.1093/restud/rds019,The Effect of Immigration along the Distribution of Wages,0.646,0.8016,0.5683,1,1,1,0.6651,0.8573,0,2012,14,741,49.4,3,1,1027,5,0.996,relevant,2
q06-migration-native-wages,10.1257/jep.9.2.23,"The Impact of Immigrants on Host Country Wages, Employment and Growth",0.6431,0.7518,0.6062,1,1,1,0.6642,0.8506,0,1995,31,1119,34.9688,2,1,637,0,0.5,relevant,2
q06-migration-native-wages,10.1111/padr.12048,"National Academies of Sciences, Engineering, and MedicineThe Economic and Fiscal Consequences of ImmigrationWashington, DC: National Academies Press, 2016. 508 p. $85.00.",0.7091,0.6777,0.6405,1,1,1,0.6752,0.7369,1,2017,9,3,0.3,0,1,20076,0,0.5,partial,1
q06-migration-native-wages,10.1111/joes.12300,THE IMPACT OF IMMIGRATION ON THE LABOR MARKET,0.7068,0.7494,0.5981,1,1,1,0.6817,0.8492,0,2018,8,117,13,0,1,1086,2,0.983,relevant,2
q06-migration-native-wages,10.3368/jhr.50.3.694,Remittances and the Wage Impact of Immigration,0.6811,0.7164,0.6243,1,1,1,0.6729,0.8383,0,2015,11,12,1,4,1,786,3,0.99,relevant,2
q06-migration-native-wages,10.1007/bf00173618,Native wage impacts of foreign labor: a random effects panel analysis,0.5711,0.7876,0.5301,1,1,1,0.6201,0.837,0,1994,32,239,7.2424,0,0,0,3,0.972,relevant,2
q06-migration-native-wages,10.1111/roie.12163,Selective Immigration Policies and Wages Inequality,0.6547,0.7718,0.5919,1,1,1,0.6688,0.8363,0,2014,12,33,2.5385,3,1,653,2,0.949,relevant,2
q06-migration-native-wages,10.3368/jhr.xli.2.221,Native Internal Migration and the Labor Market Impact of Immigration,0.7138,0.7529,0.6215,1,1,1,0.6939,0.8343,0,2006,20,444,21.1429,2,1,643,0,0.5,relevant,2
q06-migration-native-wages,10.1257/aer.97.2.383,Differential Impacts of Immigrants on Native Black and White Workers,0.6281,0.7445,0.5347,1,1,1,0.63,0.8317,0,2007,19,11,0.55,0,0,0,5,1,relevant,2
q06-migration-native-wages,10.1111/j.1542-4774.2011.01052.x,Rethinking the Effect of Immigration on Wages,0.6783,0.7625,0.6039,1,1,1,0.6785,0.825,0,2011,15,1312,82,2,1,1427,4,0.994,relevant,2
q06-migration-native-wages,10.1016/j.labeco.2019.101753,Minimum wages and the labor market effects of immigration,0.6883,0.7173,0.5756,1,1,1,0.6575,0.8245,0,2019,7,44,5.5,4,1,809,3,0.975,relevant,2
q06-migration-native-wages,10.1086/298217,The Impact of Immigration on the Human Capital of Natives,0.6687,0.7448,0.6115,1,1,1,0.6728,0.8211,0,1989,37,48,1.2632,0,1,664,0,0.5,relevant,2
q06-migration-native-wages,10.1016/j.labeco.2020.101902,Who competes with whom? Using occupation characteristics to estimate the impact of immigration on native wages,0.6499,0.7539,0.5752,1,1,1,0.6556,0.8177,0,2020,6,10,1.4286,2,1,1162,3,0.975,relevant,2
q06-migration-native-wages,10.1016/j.labeco.2025.102815,Does immigration affect native wages? A meta-analysis,0.6662,0.7722,0.6159,1,1,1,0.6817,0.8158,0,2025,1,3,1.5,1,0,0,3,0.975,relevant,2
q06-migration-native-wages,10.1007/s00148-004-0204-3,The effect of immigration on wages in three european countries,0.623,0.6583,0.5957,1,1,1,0.6252,0.812,0,2005,21,106,4.8182,0,0,0,0,0.5,relevant,2
q06-migration-native-wages,10.1093/oep/gpad011,How does low-skilled immigration affect native wages? Evidence from Employment Permit System in Korea,0.6628,0.7208,0.5846,1,1,1,0.6537,0.8085,0,2023,3,7,1.75,1,1,641,3,0.971,relevant,2
q06-migration-native-wages,10.1093/oxfordjournals.oep.a028579,IMMIGRATION AND THE EARNINGS OF YOUNG NATIVE WORKERS,0.6159,0.718,0.5712,1,1,1,0.6322,0.8078,0,1996,30,136,4.3871,2,1,407,0,0.5,relevant,2
q06-migration-native-wages,10.1086/374961,The Effect of Immigration on Native Self‐Employment,0.655,0.7246,0.596,1,1,1,0.6564,0.8074,0,2003,23,113,4.7083,0,1,701,4,0.996,partial,1
q06-migration-native-wages,10.1016/j.labeco.2006.09.006,Does immigration affect wages? A look at occupation-level evidence,0.639,0.7234,0.5106,1,1,1,0.618,0.8038,0,2006,20,191,9.0952,0,0,0,0,0.5,relevant,2
q07-childcare-female-labor-participation,10.1111/ecin.12740,EASING THE CONSTRAINTS OF MOTHERHOOD: THE EFFECTS OF ALL‐DAY SCHOOLS ON MOTHERS' LABOR SUPPLY,0.5822,0.5959,0.602,1,1,1,0.5933,0.761,0,2018,8,38,4.2222,4,1,870,3,0.967,relevant,2
q07-childcare-female-labor-participation,10.1596/29395,Preschool Availability and Female Labor Force Participation: Evidence from Indonesia,0.6894,0.6476,0.6298,1,1,1,0.6551,0.7557,0,2019,7,0,0,4,1,1129,0,0.451,relevant,2
q07-childcare-female-labor-participation,10.3386/w31916,The Outlook for Women's Employment and Labor Force Participation,0.7557,0.5254,0.7142,1,1,1,0.657,0.7305,0,2023,3,1,0.25,1,1,934,0,0.5,partial,1
q07-childcare-female-labor-participation,10.18235/0009205,Childcare and Women's Labor Participation: Evidence for Latin America and the Caribbean,0.6302,0.6949,0.6499,1,1,1,0.6578,0.8022,1,2013,13,0,0,5,1,1006,0,0.5,relevant,2
